# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  479       3.007249330501e-10       1.525137531666e-12      -9.797111186827e-12       7.398829013657e-15       8.610121929973e-14       2.825410312544e-15       9.455103418275e-16 
  480       3.021277957898e-10       1.503141156273e-12      -9.749671029944e-12       7.425160154071e-15       8.547705709401e-14       2.750304490486e-15       9.310888931142e-16 
  481       3.035205519886e-10       1.481366124821e-12      -9.698062290882e-12       7.451537195684e-15       8.485850216475e-14       2.677160284614e-15       9.166755046854e-16 
  482       3.049021444178e-10       1.459828493613e-12      -9.642322948285e-12       7.477956608316e-15       8.424545300361e-14       2.605925857166e-15       9.022721294278e-16 
  483       3.062715004040e-10       1.438544528671e-12      -9.582492195457e-12       7.504414802123e-15       8.363780481452e-14       2.536548134250e-15       8.878807368203e-16 
  484       3.076275317526e-10       1.417530706700e-12      -9.518610447593e-12       7.530908127285e-15       8.303544949312e-14       2.468972798743e-15       8.735033129791e-16 
  485       3.089691346717e-10       1.396803716051e-12      -9.450719349008e-12       7.557432873695e-15       8.243827560633e-14       2.403144283171e-15       8.591418607021e-16 
  486       3.102951896963e-10       1.376380457694e-12      -9.378861780365e-12       7.583985270642e-15       8.184616837173e-14       2.339005762604e-15       8.447983995144e-16 
  487       3.116045616113e-10       1.356278046179e-12      -9.303081865906e-12       7.610561486497e-15       8.125900963715e-14       2.276499147541e-15       8.304749657128e-16 
  488       3.128962388430e-10       1.336512216428e-12      -9.223427099857e-12       7.637157794591e-15       8.067669723791e-14       2.215574212711e-15       8.161734757322e-16 
  489       3.141697563554e-10       1.317092489913e-12      -9.139954780656e-12       7.663771076929e-15       8.009920374533e-14       2.156216297233e-15       8.018953116721e-16 
  490       3.154247852079e-10       1.298026866315e-12      -9.052725782735e-12       7.690398334866e-15       7.952651942877e-14       2.098419416028e-15       7.876417235058e-16 
  491       3.166609942216e-10       1.279323404834e-12      -8.961802462958e-12       7.717036524051e-15       7.895863302542e-14       2.042177196052e-15       7.734139646175e-16 
  492       3.178780499732e-10       1.260990224356e-12      -8.867248668914e-12       7.743682554190e-15       7.839553172947e-14       1.987482873773e-15       7.592132917796e-16 
  493       3.190756167891e-10       1.243035503620e-12      -8.769129747218e-12       7.770333288821e-15       7.783720118140e-14       1.934329292660e-15       7.450409651279e-16 
  494       3.202533567391e-10       1.225467481377e-12      -8.667512551798e-12       7.796985545078e-15       7.728362545716e-14       1.882708900661e-15       7.308982481384e-16 
  495       3.214109296306e-10       1.208294456561e-12      -8.562465452198e-12       7.823636093465e-15       7.673478705742e-14       1.832613747688e-15       7.167864076034e-16 
  496       3.225479930024e-10       1.191524788450e-12      -8.454058341865e-12       7.850281657624e-15       7.619066689680e-14       1.784035483100e-15       7.027067136072e-16 
  497       3.236642021186e-10       1.175166896830e-12      -8.342362646452e-12       7.876918914103e-15       7.565124429312e-14       1.736965353188e-15       6.886604395032e-16 
  498       3.247592099625e-10       1.159229262163e-12      -8.227451332108e-12       7.903544492129e-15       7.511649695656e-14       1.691394198654e-15       6.746488618891e-16 
  499       3.258326672306e-10       1.143720425751e-12      -8.109398913776e-12       7.930154973374e-15       7.458640097898e-14       1.647312452097e-15       6.606732605836e-16 
  500       3.268842223267e-10       1.128648989898e-12      -7.988281463484e-12       7.956746891727e-15       7.406093082308e-14       1.604710135494e-15       6.467349186028e-16 
  501       3.279135213554e-10       1.114023618077e-12      -7.864176618646e-12       7.983316733061e-15       7.354005931168e-14       1.563576857685e-15       6.328351221359e-16 
  502       3.289202081164e-10       1.099853035096e-12      -7.737163590352e-12       8.009860935005e-15       7.302375761689e-14       1.523901811856e-15       6.189751605214e-16 
  503       3.299039240982e-10       1.086146027259e-12      -7.607323171665e-12       8.036375886713e-15       7.251199524941e-14       1.485673773020e-15       6.051563262238e-16 
  504       3.308643084723e-10       1.072911442535e-12      -7.474737745918e-12       8.062857928632e-15       7.200474004771e-14       1.448881095501e-15       5.913799148092e-16 
  505       3.318009980867e-10       1.060158190719e-12      -7.339491295005e-12       8.089303352275e-15       7.150195816726e-14       1.413511710418e-15       5.776472249219e-16 
  506       3.327136274602e-10       1.047895243599e-12      -7.201669407680e-12       8.115708399985e-15       7.100361406980e-14       1.379553123167e-15       5.639595582603e-16 
  507       3.336018287763e-10       1.036131635122e-12      -7.061359287850e-12       8.142069264709e-15       7.050967051253e-14       1.346992410905e-15       5.503182195532e-16 
  508       3.344652318770e-10       1.024876461554e-12      -6.918649762870e-12       8.168382089767e-15       7.002008853735e-14       1.315816220030e-15       5.367245165361e-16 
  509       3.353034642567e-10       1.014138881649e-12      -6.773631291841e-12       8.194642968620e-15       6.953482746008e-14       1.286010763669e-15       5.231797599271e-16 
  510       3.361161510562e-10       1.003928116814e-12      -6.626395973899e-12       8.220847944641e-15       6.905384485974e-14       1.257561819157e-15       5.096852634033e-16 
  511       3.369029150566e-10       9.942534512707e-13      -6.477037556517e-12       8.246993010882e-15       6.857709656770e-14       1.230454725521e-15       4.962423435770e-16 
  512       3.376633766734e-10       9.851242322217e-13      -6.325651443796e-12       8.273074109848e-15       6.810453665697e-14       1.204674380963e-15       4.828523199718e-16 
  513       3.383971539501e-10       9.765498700162e-13      -6.172334704761e-12       8.299087133261e-15       6.763611743142e-14       1.180205240346e-15       4.695165149987e-16 
  514       3.391038625524e-10       9.685398383135e-13      -6.017186081657e-12       8.325027921834e-15       6.717178941497e-14       1.157031312671e-15       4.562362539325e-16 
  515       3.397831157619e-10       9.611036742484e-13      -5.860305998243e-12       8.350892265040e-15       6.671150134087e-14       1.135136158567e-15       4.430128648878e-16 
  516       3.404345244704e-10       9.542509785957e-13      -5.701796568086e-12       8.376675900879e-15       6.625520014091e-14       1.114502887766e-15       4.298476787952e-16 
  517       3.410576971735e-10       9.479914159351e-13      -5.541761602860e-12       8.402374515647e-15       6.580283093464e-14       1.095114156594e-15       4.167420293777e-16 
  518       3.416522399645e-10       9.423347148159e-13      -5.380306620637e-12       8.427983743713e-15       6.535433701861e-14       1.076952165450e-15       4.036972531265e-16 
  519       3.422177565285e-10       9.372906679217e-13      -5.217538854185e-12       8.453499167277e-15       6.490965985560e-14       1.059998656288e-15       3.907146892776e-16 
  520       3.427538481363e-10       9.328691322352e-13      -5.053567259260e-12       8.478916316149e-15       6.446873906385e-14       1.044234910103e-15       3.777956797876e-16 
  521       3.432601136383e-10       9.290800292032e-13      -4.888502522905e-12       8.504230667515e-15       6.403151240627e-14       1.029641744412e-15       3.649415693102e-16 
  522       3.437361494586e-10       9.259333449008e-13      -4.722457071741e-12       8.529437645705e-15       6.359791577970e-14       1.016199510737e-15       3.521537051722e-16 
  523       3.441815495884e-10       9.234391301969e-13      -4.555545080268e-12       8.554532621966e-15       6.316788320413e-14       1.003888092089e-15       3.394334373497e-16 
  524       3.445959055805e-10       9.216075009182e-13      -4.387882479152e-12       8.579510914229e-15       6.274134681191e-14       9.926869004517e-16       3.267821184444e-16 
  525       3.449788065430e-10       9.204486380145e-13      -4.219586963526e-12       8.604367786878e-15       6.231823683700e-14       9.825748742615e-16       3.142011036595e-16 
  526       3.453298391333e-10       9.199727877234e-13      -4.050778001285e-12       8.629098450522e-15       6.189848160420e-14       9.735304758937e-16       3.016917507764e-16 
  527       3.456486796813e-10       9.201884771506e-13      -3.881568459288e-12       8.653698544513e-15       6.148201888292e-14       9.655339536771e-16       2.892552221807e-16 
  528       3.459353733690e-10       9.210971065020e-13      -3.712039210906e-12       8.678165599616e-15       6.106883031509e-14       9.585742017300e-16       2.768918849801e-16 
  529       3.461900627489e-10       9.226982078375e-13      -3.542263843607e-12       8.702497615279e-15       6.065890791678e-14       9.526420845989e-16       2.646018942738e-16 
  530       3.464128963451e-10       9.249912155436e-13      -3.372316982285e-12       8.726692580510e-15       6.025224279376e-14       9.477281883249e-16       2.523853894943e-16 
  531       3.466040286875e-10       9.279754657282e-13      -3.202274293939e-12       8.750748473862e-15       5.984882513564e-14       9.438228189028e-16       2.402424942985e-16 
  532       3.467636203451e-10       9.316501956162e-13      -3.032212492358e-12       8.774663263401e-15       5.944864421002e-14       9.409160007409e-16       2.281733164586e-16 
  533       3.468918379598e-10       9.360145429444e-13      -2.862209342794e-12       8.798434906692e-15       5.905168835660e-14       9.389974751208e-16       2.161779477526e-16 
  534       3.469888542799e-10       9.410675453567e-13      -2.692343666649e-12       8.822061350775e-15       5.865794498132e-14       9.380566986566e-16       2.042564638556e-16 
  535       3.470548481939e-10       9.468081397992e-13      -2.522695346151e-12       8.845540532138e-15       5.826740055050e-14       9.380828417548e-16       1.924089242299e-16 
  536       3.470900047644e-10       9.532351619153e-13      -2.353345329038e-12       8.868870376701e-15       5.788004058492e-14       9.390647870740e-16       1.806353720166e-16 
  537       3.470945152610e-10       9.603473454410e-13      -2.184375633232e-12       8.892048799789e-15       5.749584965403e-14       9.409911279842e-16       1.689358339258e-16 
  538       3.470685771949e-10       9.681433216001e-13      -2.015869351528e-12       8.915073706112e-15       5.711481137002e-14       9.438501670268e-16       1.573103201278e-16 
  539       3.470123943519e-10       9.766216184989e-13      -1.847910656266e-12       8.937942989744e-15       5.673690838197e-14       9.476299143737e-16       1.457588241439e-16 
  540       3.469261768264e-10       9.857806605220e-13      -1.680584804016e-12       8.960654534098e-15       5.636212236999e-14       9.523180862877e-16       1.342813227367e-16 
  541       3.468101410547e-10       9.956187677268e-13      -1.513978140258e-12       8.983206211902e-15       5.599043403933e-14       9.579021035812e-16       1.228777758018e-16 
  542       3.466645098491e-10       1.006134155239e-12      -1.348178104059e-12       9.005595885185e-15       5.562182311452e-14       9.643690900765e-16       1.115481262578e-16 
  543       3.464895124314e-10       1.017324932648e-12      -1.183273232759e-12       9.027821405244e-15       5.525626833353e-14       9.717058710652e-16       1.002922999375e-16 
  544       3.462853844662e-10       1.029189103401e-12      -1.019353166645e-12       9.049880612630e-15       5.489374744183e-14       9.798989717677e-16       8.911020547878e-17 
  545       3.460523680953e-10       1.041724564201e-12      -8.565086536350e-13       9.071771337122e-15       5.453423718660e-14       9.889346157929e-16       7.800173421522e-17 
  546       3.457907119706e-10       1.054929104396e-12      -6.948315539584e-13       9.093491397703e-15       5.417771331081e-14       9.987987235981e-16       6.696676006700e-17 
  547       3.455006712881e-10       1.068800405381e-12      -5.344148448341e-13       9.115038602545e-15       5.382415054735e-14       1.009476910948e-15       5.600513943171e-17 
  548       3.451825078219e-10       1.083336039990e-12      -3.753526251525e-13       9.136410748977e-15       5.347352261321e-14       1.020954487375e-15       4.511671107519e-17 
  549       3.448364899570e-10       1.098533471889e-12      -2.177401201551e-13       9.157605623470e-15       5.312580220354e-14       1.033216454638e-15       3.430129602230e-17 
  550       3.444628927239e-10       1.114390054977e-12      -6.167368611493e-14       9.178621001610e-15       5.278096098584e-14       1.046247505183e-15       2.355869744778e-17 
  551       3.440619978315e-10       1.130903032774e-12       9.274918498313e-14       9.199454648082e-15       5.243896959405e-14       1.060032020603e-15       1.288870056703e-17 
  552       3.436340937014e-10       1.148069537822e-12       2.454298607623e-13       9.220104316639e-15       5.209979762272e-14       1.074554070094e-15       2.291072526946e-18 
  553       3.431794755010e-10       1.165886591077e-12       3.962685637734e-13       9.240567750088e-15       5.176341362110e-14       1.089797408921e-15      -8.234437703254e-18 
  554       3.426984451775e-10       1.184351101304e-12       5.451643668148e-13       9.260842680262e-15       5.142978508729e-14       1.105745476871e-15      -1.868809944124e-17 
  555       3.421913114915e-10       1.203459864476e-12       6.920151882519e-13       9.280926827999e-15       5.109887846237e-14       1.122381396719e-15      -2.907020040073e-17 
  556       3.416583900506e-10       1.223209563163e-12       8.367177873370e-13       9.300817903124e-15       5.077065912455e-14       1.139687972681e-15      -3.938104680071e-17 
  557       3.411000033430e-10       1.243596765932e-12       9.791677595291e-13       9.320513604420e-15       5.044509138324e-14       1.157647688879e-15      -4.962096347455e-17 
  558       3.405164807714e-10       1.264617926741e-12       1.119259531814e-12       9.340011619609e-15       5.012213847325e-14       1.176242707798e-15      -5.979029397927e-17 
  559       3.399081586864e-10       1.286269384333e-12       1.256886358022e-12       9.359309625333e-15       4.980176254890e-14       1.195454868745e-15      -6.988940070466e-17 
  560       3.392753804204e-10       1.308547361631e-12       1.391940314151e-12       9.378405287125e-15       4.948392467811e-14       1.215265686313e-15      -7.991866498249e-17 
  561       3.386184963208e-10       1.331447965137e-12       1.524312293684e-12       9.397296259390e-15       4.916858483659e-14       1.235656348833e-15      -8.987848719572e-17 
  562       3.379378637844e-10       1.354967184321e-12       1.653892002909e-12       9.415980185386e-15       4.885570190194e-14       1.256607716842e-15      -9.976928688762e-17 
  563       3.372338472903e-10       1.379100891020e-12       1.780567956239e-12       9.434454697195e-15       4.854523364776e-14       1.278100321536e-15      -1.095915028710e-16 
  564       3.365068184342e-10       1.403844838834e-12       1.904227471532e-12       9.452717415706e-15       4.823713673784e-14       1.300114363233e-15      -1.193455933374e-16 
  565       3.357571559615e-10       1.429194662517e-12       2.024756665410e-12       9.470765950592e-15       4.793136672023e-14       1.322629709833e-15      -1.290320359662e-16 
  566       3.349852556810e-10       1.455145074962e-12       2.142054196177e-12       9.488598383450e-15       4.762788480484e-14       1.345628033466e-15      -1.386510588471e-16 
  567       3.341915604164e-10       1.481687436657e-12       2.256072890551e-12       9.506214730937e-15       4.732667839970e-14       1.369099283967e-15      -1.482018254188e-16 
  568       3.333765308917e-10       1.508812122504e-12       2.366779178602e-12       9.523615519236e-15       4.702774109142e-14       1.393035378903e-15      -1.576832287771e-16 
  569       3.325406359584e-10       1.536509317672e-12       2.474139443513e-12       9.540801304449e-15       4.673106590623e-14       1.417428079709e-15      -1.670941589731e-16 
  570       3.316843526331e-10       1.564769016695e-12       2.578120022043e-12       9.557772672760e-15       4.643664530669e-14       1.442268990948e-15      -1.764335030214e-16 
  571       3.308081661347e-10       1.593581022560e-12       2.678687204986e-12       9.574530240591e-15       4.614447118831e-14       1.467549559572e-15      -1.857001449089e-16 
  572       3.299125699218e-10       1.622934945813e-12       2.775807237627e-12       9.591074654762e-15       4.585453487623e-14       1.493261074178e-15      -1.948929656032e-16 
  573       3.289980657299e-10       1.652820203643e-12       2.869446320212e-12       9.607406592648e-15       4.556682712191e-14       1.519394664272e-15      -2.040108430611e-16 
  574       3.280651636091e-10       1.683226018985e-12       2.959570608397e-12       9.623526762337e-15       4.528133809975e-14       1.545941299520e-15      -2.130526522373e-16 
  575       3.271143819610e-10       1.714141419612e-12       3.046146213718e-12       9.639435902791e-15       4.499805740382e-14       1.572891789017e-15      -2.220172650928e-16 
  576       3.261462475766e-10       1.745555237229e-12       3.129139204044e-12       9.655134784001e-15       4.471697404447e-14       1.600236780539e-15      -2.309035506033e-16 
  577       3.251612956730e-10       1.777456106571e-12       3.208515604041e-12       9.670624207148e-15       4.443807644501e-14       1.627966759803e-15      -2.397103747680e-16 
  578       3.241600699314e-10       1.809832464495e-12       3.284241395633e-12       9.685905004760e-15       4.416135243842e-14       1.656072049731e-15      -2.484366006181e-16 
  579       3.231431225340e-10       1.842672549080e-12       3.356282518459e-12       9.700978040871e-15       4.388678926396e-14       1.684542809703e-15      -2.570810882250e-16 
  580       3.221110142015e-10       1.875964398714e-12       3.424604870336e-12       9.715844211179e-15       4.361437356386e-14       1.713369034820e-15      -2.656426947093e-16 
  581       3.210643142306e-10       1.909695851199e-12       3.489174307718e-12       9.730504443204e-15       4.334409138000e-14       1.742540555161e-15      -2.741202742489e-16 
  582       3.200036005311e-10       1.943854542836e-12       3.549956646157e-12       9.744959696450e-15       4.307592815055e-14       1.772047035044e-15      -2.825126780877e-16 
  583       3.189294596634e-10       1.978427907529e-12       3.606917660762e-12       9.759210962555e-15       4.280986870666e-14       1.801877972283e-15      -2.908187545444e-16 
  584       3.178424868758e-10       2.013403175875e-12       3.660023086661e-12       9.773259265459e-15       4.254589726912e-14       1.832022697451e-15      -2.990373490206e-16 
  585       3.167432861421e-10       2.048767374259e-12       3.709238619459e-12       9.787105661557e-15       4.228399744504e-14       1.862470373132e-15      -3.071673040094e-16 
  586       3.156324701983e-10       2.084507323953e-12       3.754529915703e-12       9.800751239858e-15       4.202415222447e-14       1.893209993189e-15      -3.152074591042e-16 
  587       3.145106605807e-10       2.120609640205e-12       3.795862593335e-12       9.814197122144e-15       4.176634397712e-14       1.924230382017e-15      -3.231566510071e-16 
  588       3.133784876630e-10       2.157060731342e-12       3.833202232158e-12       9.827444463129e-15       4.151055444901e-14       1.955520193804e-15      -3.310137135373e-16 
  589       3.122365906934e-10       2.193846797858e-12       3.866514374296e-12       9.840494450614e-15       4.125676475914e-14       1.987067911789e-15      -3.387774776396e-16 
  590       3.110856178322e-10       2.230953831511e-12       3.895764524649e-12       9.853348305652e-15       4.100495539612e-14       2.018861847524e-15      -3.464467713932e-16 
  591       3.099262261892e-10       2.268367614422e-12       3.920918151361e-12       9.866007282700e-15       4.075510621491e-14       2.050890140129e-15      -3.540204200202e-16 
  592       3.087590818608e-10       2.306073718164e-12       3.941940686274e-12       9.878472669779e-15       4.050719643341e-14       2.083140755556e-15      -3.614972458938e-16 
  593       3.075848599677e-10       2.344057502862e-12       3.958797525391e-12       9.890745788636e-15       4.026120462919e-14       2.115601485844e-15      -3.688760685470e-16 
  594       3.064042446918e-10       2.382304116285e-12       3.971454029336e-12       9.902827994897e-15       4.001710873611e-14       2.148259948379e-15      -3.761557046814e-16 
  595       3.052179293142e-10       2.420798492945e-12       3.979875523815e-12       9.914720678229e-15       3.977488604101e-14       2.181103585157e-15      -3.833349681752e-16 
  596       3.040266162518e-10       2.459525353185e-12       3.984027300073e-12       9.926425262497e-15       3.953451318039e-14       2.214119662036e-15      -3.904126700923e-16 
  597       3.028310170952e-10       2.498469202283e-12       3.983874615359e-12       9.937943205922e-15       3.929596613704e-14       2.247295268002e-15      -3.973876186904e-16 
  598       3.016318526459e-10       2.537614329540e-12       3.979382693382e-12       9.949276001243e-15       3.905922023673e-14       2.280617314423e-15      -4.042586194297e-16 
  599       3.004298529535e-10       2.576944807379e-12       3.970516724776e-12       9.960425175869e-15       3.882425014490e-14       2.314072534313e-15      -4.110244749814e-16 
  600       2.992257573534e-10       2.616444490438e-12       3.957241867554e-12       9.971392292043e-15       3.859102986327e-14       2.347647481586e-15      -4.176839852363e-16 
  601       2.980203145038e-10       2.656097014666e-12       3.939523247575e-12       9.982178946997e-15       3.835953272655e-14       2.381328530318e-15      -4.242359473131e-16 
  602       2.968142824232e-10       2.695885796420e-12       3.917325958999e-12       9.992786773112e-15       3.812973139911e-14       2.415101874008e-15      -4.306791555673e-16 
  603       2.956084285277e-10       2.735794031555e-12       3.890615064748e-12       1.000321743808e-14       3.790159787161e-14       2.448953524833e-15      -4.370124015994e-16 
  604       2.944035296686e-10       2.775804694525e-12       3.859355596972e-12       1.001347264504e-14       3.767510345771e-14       2.482869312908e-15      -4.432344742636e-16 
  605       2.932003110542e-10       2.815901346960e-12       3.823523335043e-12       1.002355428489e-14       3.745022302951e-14       2.516836035074e-15      -4.493445045661e-16 
  606       2.919992613260e-10       2.856070586629e-12       3.783137423673e-12       1.003346489668e-14       3.722694784277e-14       2.550844933120e-15      -4.553430094642e-16 
  607       2.908008131034e-10       2.896299655657e-12       3.738228541129e-12       1.004320721861e-14       3.700527301392e-14       2.584888297851e-15      -4.612308732178e-16 
  608       2.896054037136e-10       2.936575635743e-12       3.688828196761e-12       1.005278403710e-14       3.678519330729e-14       2.618958326774e-15      -4.670090048959e-16 
  609       2.884134752089e-10       2.976885447516e-12       3.634968734985e-12       1.006219818703e-14       3.656670313317e-14       2.653047123736e-15      -4.726783384979e-16 
  610       2.872254743837e-10       3.017215849896e-12       3.576683339274e-12       1.007145255191e-14       3.634979654583e-14       2.687146698558e-15      -4.782398330750e-16 
  611       2.860418527920e-10       3.057553439457e-12       3.514006036147e-12       1.008055006413e-14       3.613446724162e-14       2.721248966674e-15      -4.836944728514e-16 
  612       2.848630667651e-10       3.097884649781e-12       3.446971699155e-12       1.008949370514e-14       3.592070855698e-14       2.755345748761e-15      -4.890432673463e-16 
  613       2.836895774284e-10       3.138195750824e-12       3.375616052866e-12       1.009828650568e-14       3.570851346653e-14       2.789428770379e-15      -4.942872514945e-16 
  614       2.825218507191e-10       3.178472848272e-12       3.299975676860e-12       1.010693154594e-14       3.549787458110e-14       2.823489661602e-15      -4.994274857685e-16 
  615       2.813603574034e-10       3.218701882905e-12       3.220088009710e-12       1.011543195584e-14       3.528878414579e-14       2.857519956660e-15      -5.044650562996e-16 
  616       2.802055730942e-10       3.258868629953e-12       3.135991352973e-12       1.012379091519e-14       3.508123403805e-14       2.891511093567e-15      -5.094010749993e-16 
  617       2.790579782678e-10       3.298958698457e-12       3.047724875178e-12       1.013201165390e-14       3.487521576569e-14       2.925454413759e-15      -5.142366796810e-16 
  618       2.779180582818e-10       3.338957530631e-12       2.955328615812e-12       1.014009745220e-14       3.467072046496e-14       2.959341161734e-15      -5.189730341809e-16 
  619       2.767863033923e-10       3.378850401222e-12       2.858843489311e-12       1.014805164086e-14       3.446773889861e-14       2.993162484679e-15      -5.236113284800e-16 
  620       2.756632087710e-10       3.418622416867e-12       2.758311289042e-12       1.015587760137e-14       3.426626145394e-14       3.026909432114e-15      -5.281527788250e-16 
  621       2.745492745230e-10       3.458258515455e-12       2.653774691298e-12       1.016357876616e-14       3.406627814085e-14       3.060572955518e-15      -5.325986278499e-16 
  622       2.734450057039e-10       3.497743465490e-12       2.545277259282e-12       1.017115861883e-14       3.386777858987e-14       3.094143907975e-15      -5.369501446978e-16 
  623       2.723509123370e-10       3.537061865443e-12       2.432863447093e-12       1.017862069431e-14       3.367075205027e-14       3.127613043800e-15      -5.412086251415e-16 
  624       2.712675094309e-10       3.576198143122e-12       2.316578603719e-12       1.018596857912e-14       3.347518738807e-14       3.160971018181e-15      -5.453753917057e-16 
  625       2.701953169969e-10       3.615136555024e-12       2.196468977018e-12       1.019320591153e-14       3.328107308412e-14       3.194208386809e-15      -5.494517937879e-16 
  626       2.691348600661e-10       3.653861185701e-12       2.072581717714e-12       1.020033638183e-14       3.308839723212e-14       3.227315605519e-15      -5.534392077802e-16 
  627       2.680866687068e-10       3.692355947114e-12       1.944964883378e-12       1.020736373246e-14       3.289714753672e-14       3.260283029920e-15      -5.573390371903e-16 
  628       2.670512780420e-10       3.730604577999e-12       1.813667442418e-12       1.021429175829e-14       3.270731131154e-14       3.293100915034e-15      -5.611527127632e-16 
  629       2.660292282668e-10       3.768590643224e-12       1.678739278068e-12       1.022112430679e-14       3.251887547724e-14       3.325759414929e-15      -5.648816926026e-16 
  630       2.650210646653e-10       3.806297533149e-12       1.540231192375e-12       1.022786527822e-14       3.233182655958e-14       3.358248582359e-15      -5.685274622923e-16 
  631       2.640273376287e-10       3.843708462985e-12       1.398194910187e-12       1.023451862591e-14       3.214615068744e-14       3.390558368392e-15      -5.720915350174e-16 
  632       2.630486026717e-10       3.880806472159e-12       1.252683083139e-12       1.024108835638e-14       3.196183359092e-14       3.422678622052e-15      -5.755754516859e-16 
  633       2.620854204509e-10       3.917574423667e-12       1.103749293644e-12       1.024757852961e-14       3.177886059936e-14       3.454599089949e-15      -5.789807810502e-16 
  634       2.611383567813e-10       3.953995003441e-12       9.514480588788e-13       1.025399325923e-14       3.159721663944e-14       3.486309415920e-15      -5.823091198284e-16 
  635       2.602079826540e-10       3.990050719703e-12       7.958348347717e-13       1.026033671272e-14       3.141688623316e-14       3.517799140661e-15      -5.855620928255e-16 
  636       2.592948742537e-10       4.025723902330e-12       6.369660199914e-13       1.026661311162e-14       3.123785349596e-14       3.549057701361e-15      -5.887413530554e-16 
  637       2.583996129756e-10       4.060996702210e-12       4.748989599341e-13       1.027282673175e-14       3.106010213476e-14       3.580074431341e-15      -5.918485818617e-16 
  638       2.575227854434e-10       4.095851090604e-12       3.096919507113e-13       1.027898190342e-14       3.088361544598e-14       3.610838559687e-15      -5.948854890394e-16 
  639       2.566649835258e-10       4.130268858508e-12       1.414042431381e-13       1.028508301160e-14       3.070837631365e-14       3.641339210886e-15      -5.978538129562e-16 
  640       2.558268043548e-10       4.164231616009e-12      -2.990395327946e-14       1.029113449620e-14       3.053436720741e-14       3.671565404462e-15      -6.007553206741e-16 
  641       2.550088503422e-10       4.197720791647e-12      -2.041714663564e-13       1.029714085218e-14       3.036157018061e-14       3.701506054611e-15      -6.035918080706e-16 
  642       2.542117291976e-10       4.230717631777e-12      -3.813361572411e-13       1.030310662987e-14       3.018996686833e-14       3.731149969834e-15      -6.063650999604e-16 
  643       2.534360539454e-10       4.263203199925e-12      -5.613349164271e-13       1.030903643509e-14       3.001953848545e-14       3.760485852577e-15      -6.090770502164e-16 
  644       2.526823586070e-10       4.295160390986e-12      -7.441021966868e-13       1.031493463677e-14       2.985026849595e-14       3.789504409372e-15      -6.117290736263e-16 
  645       2.519508431184e-10       4.326580025150e-12      -9.295655834973e-13       1.032080448203e-14       2.968215069104e-14       3.818204734439e-15      -6.143207295853e-16 
  646       2.512416226743e-10       4.357454890615e-12      -1.117650116486e-12       1.032664896151e-14       2.951518129001e-14       3.846588069826e-15      -6.168511065917e-16 
  647       2.505548115338e-10       4.387777741182e-12      -1.308279739035e-12       1.033247110024e-14       2.934935628433e-14       3.874655708225e-15      -6.193192875971e-16 
  648       2.498905230134e-10       4.417541296197e-12      -1.501377293868e-12       1.033827395782e-14       2.918467143647e-14       3.902408993215e-15      -6.217243499919e-16 
  649       2.492488694796e-10       4.446738240493e-12      -1.696864518639e-12       1.034406062852e-14       2.902112227880e-14       3.929849319507e-15      -6.240653655919e-16 
  650       2.486299623426e-10       4.475361224330e-12      -1.894662041526e-12       1.034983424140e-14       2.885870411231e-14       3.956978133192e-15      -6.263414006241e-16 
  651       2.480339120486e-10       4.503402863340e-12      -2.094689376818e-12       1.035559796046e-14       2.869741200552e-14       3.983796931982e-15      -6.285515157131e-16 
  652       2.474608280732e-10       4.530855738468e-12      -2.296864920504e-12       1.036135498472e-14       2.853724079327e-14       4.010307265459e-15      -6.306947658670e-16 
  653       2.469108189142e-10       4.557712395914e-12      -2.501105945862e-12       1.036710854838e-14       2.837818507556e-14       4.036510735317e-15      -6.327702004639e-16 
  654       2.463839920846e-10       4.583965347074e-12      -2.707328599052e-12       1.037286192092e-14       2.822023921635e-14       4.062408995609e-15      -6.347768632376e-16 
  655       2.458804541057e-10       4.609607068485e-12      -2.915447894701e-12       1.037861840726e-14       2.806339734241e-14       4.088003752992e-15      -6.367137922638e-16 
  656       2.454003105000e-10       4.634630001764e-12      -3.125377711496e-12       1.038438134783e-14       2.790765334216e-14       4.113296766969e-15      -6.385800199467e-16 
  657       2.449436657841e-10       4.659026553554e-12      -3.337030787771e-12       1.039015411874e-14       2.775300086446e-14       4.138289850140e-15      -6.403745730044e-16 
  658       2.445106234619e-10       4.682789095460e-12      -3.550318717098e-12       1.039594013187e-14       2.759943331744e-14       4.162984868442e-15      -6.420964724558e-16 
  659       2.441012860175e-10       4.705909963998e-12      -3.765151943878e-12       1.040174283504e-14       2.744694386737e-14       4.187383741396e-15      -6.437447336061e-16 
  660       2.437157549081e-10       4.728381460532e-12      -3.981439758926e-12       1.040756571206e-14       2.729552543743e-14       4.211488442352e-15      -6.453183660334e-16 
