# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1466       1.032897342605e-10       1.514293353059e-12      -2.570185278214e-12       1.071700664172e-14       1.308710252562e-15       4.365149187265e-16      -4.948712811367e-18 
 1467       1.030400236375e-10       1.513299802325e-12      -2.490562848839e-12       1.071049286557e-14       1.305177748545e-15       4.347603721173e-16      -4.296478271067e-18 
 1468       1.027850284489e-10       1.512681814288e-12      -2.411435006508e-12       1.070388887364e-14       1.301656850682e-15       4.330211775371e-16      -3.647398806280e-18 
 1469       1.025248248805e-10       1.512435620555e-12      -2.332821901666e-12       1.069719504597e-14       1.298147524179e-15       4.312953795141e-16      -3.001516911306e-18 
 1470       1.022594896111e-10       1.512557425877e-12      -2.254743783758e-12       1.069041176570e-14       1.294649733717e-15       4.295810116060e-16      -2.358875239276e-18 
 1471       1.019890998132e-10       1.513043408090e-12      -2.177221001385e-12       1.068353941908e-14       1.291163443454e-15       4.278760963817e-16      -1.719516602372e-18 
 1472       1.017137331538e-10       1.513889718072e-12      -2.100274002472e-12       1.067657839546e-14       1.287688617019e-15       4.261786454025e-16      -1.083483972052e-18 
 1473       1.014334677956e-10       1.515092479694e-12      -2.023923334424e-12       1.066952908733e-14       1.284225217514e-15       4.244866592026e-16      -4.508204792698e-19 
 1474       1.011483823975e-10       1.516647789764e-12      -1.948189644293e-12       1.066239189027e-14       1.280773207513e-15       4.227981272711e-16       1.784305852962e-19 
 1475       1.008585561159e-10       1.518551717988e-12      -1.873093678933e-12       1.065516720302e-14       1.277332549060e-15       4.211110280325e-16       8.042257710246e-19 
 1476       1.005640686050e-10       1.520800306911e-12      -1.798656285167e-12       1.064785542744e-14       1.273903203666e-15       4.194233288280e-16       1.426521467125e-18 
 1477       1.002650000184e-10       1.523389571873e-12      -1.724898409947e-12       1.064045696853e-14       1.270485132313e-15       4.177329858969e-16       2.045273902416e-18 
 1478       9.996143100931e-11       1.526315500958e-12      -1.651841100514e-12       1.063297223444e-14       1.267078295447e-15       4.160379443575e-16       2.660439145101e-18 
 1479       9.965344273188e-11       1.529574054948e-12      -1.579505504562e-12       1.062540163647e-14       1.263682652981e-15       4.143361381880e-16       3.271973102546e-18 
 1480       9.934111684185e-11       1.533161167266e-12      -1.507912870397e-12       1.061774558909e-14       1.260298164292e-15       4.126254902084e-16       3.879831521054e-18 
 1481       9.902453549753e-11       1.537072743936e-12      -1.437084547101e-12       1.061000450990e-14       1.256924788219e-15       4.109039120607e-16       4.483969985645e-18 
 1482       9.870378136063e-11       1.541304663526e-12      -1.367041984692e-12       1.060217881971e-14       1.253562483067e-15       4.091693041908e-16       5.084343919830e-18 
 1483       9.837893759715e-11       1.545852777105e-12      -1.297806734287e-12       1.059426894248e-14       1.250211206597e-15       4.074195558293e-16       5.680908585390e-18 
 1484       9.805008787829e-11       1.550712908188e-12      -1.229400448261e-12       1.058627530536e-14       1.246870916034e-15       4.056525449726e-16       6.273619082150e-18 
 1485       9.771731638128e-11       1.555880852691e-12      -1.161844880410e-12       1.057819833866e-14       1.243541568059e-15       4.038661383642e-16       6.862430347757e-18 
 1486       9.738070779029e-11       1.561352378879e-12      -1.095161886115e-12       1.057003847593e-14       1.240223118813e-15       4.020581914758e-16       7.447297157458e-18 
 1487       9.704034729732e-11       1.567123227319e-12      -1.029373422499e-12       1.056179615387e-14       1.236915523893e-15       4.002265484882e-16       8.028174123875e-18 
 1488       9.669632060303e-11       1.573189110829e-12      -9.645015485924e-13       1.055347181241e-14       1.233618738349e-15       3.983690422730e-16       8.605015696783e-18 
 1489       9.634871391767e-11       1.579545714428e-12      -9.005684254914e-13       1.054506589468e-14       1.230332716689e-15       3.964834943731e-16       9.177776162884e-18 
 1490       9.599761396194e-11       1.586188695289e-12      -8.375963165222e-13       1.053657884703e-14       1.227057412872e-15       3.945677149843e-16       9.746409645586e-18 
 1491       9.564310796787e-11       1.593113682690e-12      -7.756075874015e-13       1.052801111902e-14       1.223792780309e-15       3.926195029362e-16       1.031087010478e-17 
 1492       9.528528367968e-11       1.600316277959e-12      -7.146247063977e-13       1.051936316345e-14       1.220538771862e-15       3.906366456735e-16       1.087111133662e-17 
 1493       9.492422935470e-11       1.607792054434e-12      -6.546702444930e-13       1.051063543633e-14       1.217295339843e-15       3.886169192370e-16       1.142708697329e-17 
 1494       9.456003376421e-11       1.615536557405e-12      -5.957668755448e-13       1.050182839692e-14       1.214062436014e-15       3.865580882448e-16       1.197875048279e-17 
 1495       9.419278619434e-11       1.623545304069e-12      -5.379373764472e-13       1.049294250773e-14       1.210840011583e-15       3.844579058734e-16       1.252605516870e-17 
 1496       9.382257644694e-11       1.631813783482e-12      -4.812046272927e-13       1.048397823451e-14       1.207628017203e-15       3.823141138389e-16       1.306895416998e-17 
 1497       9.344949484047e-11       1.640337456506e-12      -4.255916115335e-13       1.047493604627e-14       1.204426402976e-15       3.801244423783e-16       1.360740046072e-17 
 1498       9.307363221087e-11       1.649111755762e-12      -3.711214161434e-13       1.046581641525e-14       1.201235118445e-15       3.778866102303e-16       1.414134684995e-17 
 1499       9.269507991243e-11       1.658132085579e-12      -3.178172317790e-13       1.045661981701e-14       1.198054112597e-15       3.755983246165e-16       1.467074598136e-17 
 1500       9.231392981869e-11       1.667393821947e-12      -2.657023529416e-13       1.044734673032e-14       1.194883333862e-15       3.732572812230e-16       1.519555033315e-17 
 1501       9.193027432331e-11       1.676892312468e-12      -2.148001781387e-13       1.043799763728e-14       1.191722730109e-15       3.708611641808e-16       1.571571221775e-17 
 1502       9.154420617198e-11       1.686622639308e-12      -1.651305753714e-13       1.042857314853e-14       1.188572253002e-15       3.684083642487e-16       1.623118911247e-17 
 1503       9.115581795455e-11       1.696578905649e-12      -1.166989395566e-13       1.041907438050e-14       1.185431871108e-15       3.659001410478e-16       1.674195970860e-17 
 1504       9.076520260974e-11       1.706754942194e-12      -6.950702886603e-14       1.040950258188e-14       1.182301556912e-15       3.633384818456e-16       1.724800801819e-17 
 1505       9.037245359445e-11       1.717144543466e-12      -2.355658969854e-14       1.039985900866e-14       1.179181282475e-15       3.607253852844e-16       1.774931805736e-17 
 1506       8.997766488470e-11       1.727741467750e-12       2.115064335140e-14       1.039014492418e-14       1.176071019435e-15       3.580628614013e-16       1.824587384642e-17 
 1507       8.958093097647e-11       1.738539437028e-12       6.461294752547e-14       1.038036159908e-14       1.172970739001e-15       3.553529316470e-16       1.873765940993e-17 
 1508       8.918234688657e-11       1.749532136919e-12       1.068286119331e-13       1.037051031138e-14       1.169880411956e-15       3.525976289053e-16       1.922465877671e-17 
 1509       8.878200815350e-11       1.760713216617e-12       1.477959375831e-13       1.036059234646e-14       1.166800008657e-15       3.497989975124e-16       1.970685597997e-17 
 1510       8.838001083836e-11       1.772076288826e-12       1.875132374153e-13       1.035060899706e-14       1.163729499031e-15       3.469590932762e-16       2.018423505730e-17 
 1511       8.797645152566e-11       1.783614929703e-12       2.259788363324e-13       1.034056156331e-14       1.160668852573e-15       3.440799834957e-16       2.065678005078e-17 
 1512       8.757142732426e-11       1.795322678793e-12       2.631910712312e-13       1.033045135276e-14       1.157618038351e-15       3.411637469803e-16       2.112447500702e-17 
 1513       8.716503586817e-11       1.807193038969e-12       2.991482910346e-13       1.032027968033e-14       1.154577025001e-15       3.382124740690e-16       2.158730397723e-17 
 1514       8.675737531747e-11       1.819219476365e-12       3.338488567231e-13       1.031004786840e-14       1.151545780724e-15       3.352282666498e-16       2.204525101727e-17 
 1515       8.634854435917e-11       1.831395420323e-12       3.672911413664e-13       1.029975724678e-14       1.148524273291e-15       3.322132381791e-16       2.249830018770e-17 
 1516       8.593864220805e-11       1.843714263323e-12       3.994735301552e-13       1.028940915271e-14       1.145512470037e-15       3.291695137008e-16       2.294643555387e-17 
 1517       8.552776860758e-11       1.856169360926e-12       4.303944204328e-13       1.027900493091e-14       1.142510337862e-15       3.260992298659e-16       2.338964118597e-17 
 1518       8.511602383075e-11       1.868754031707e-12       4.600522217265e-13       1.026854593356e-14       1.139517843232e-15       3.230045349515e-16       2.382790115906e-17 
 1519       8.470350868095e-11       1.881461557201e-12       4.884453557797e-13       1.025803352034e-14       1.136534952173e-15       3.198875888805e-16       2.426119955317e-17 
 1520       8.429032449286e-11       1.894285181833e-12       5.155722565831e-13       1.024746905841e-14       1.133561630277e-15       3.167505632404e-16       2.468952045335e-17 
 1521       8.387657313328e-11       1.907218112861e-12       5.414313704065e-13       1.023685392245e-14       1.130597842694e-15       3.135956413033e-16       2.511284794971e-17 
 1522       8.346235700204e-11       1.920253520312e-12       5.660211558306e-13       1.022618949467e-14       1.127643554137e-15       3.104250180446e-16       2.553116613749e-17 
 1523       8.304777903285e-11       1.933384536923e-12       5.893400837786e-13       1.021547716479e-14       1.124698728877e-15       3.072409001626e-16       2.594445911715e-17 
 1524       8.263294269418e-11       1.946604258074e-12       6.113866375475e-13       1.020471833011e-14       1.121763330745e-15       3.040455060977e-16       2.635271099438e-17 
 1525       8.221795199012e-11       1.959905741730e-12       6.321593128402e-13       1.019391439546e-14       1.118837323128e-15       3.008410660520e-16       2.675590588019e-17 
 1526       8.180291146125e-11       1.973282008379e-12       6.516566177970e-13       1.018306677326e-14       1.115920668973e-15       2.976298220083e-16       2.715402789098e-17 
 1527       8.138792618551e-11       1.986726040969e-12       6.698770730269e-13       1.017217688351e-14       1.113013330779e-15       2.944140277495e-16       2.754706114855e-17 
 1528       8.097310177910e-11       2.000230784845e-12       6.868192116399e-13       1.016124615379e-14       1.110115270603e-15       2.911959488779e-16       2.793498978023e-17 
 1529       8.055854439729e-11       2.013789147690e-12       7.024815792781e-13       1.015027601932e-14       1.107226450057e-15       2.879778628348e-16       2.831779791889e-17 
 1530       8.014436073535e-11       2.027393999460e-12       7.168627341474e-13       1.013926792292e-14       1.104346830302e-15       2.847620589193e-16       2.869546970301e-17 
 1531       7.973065802937e-11       2.041038172324e-12       7.299612470497e-13       1.012822331504e-14       1.101476372057e-15       2.815508383081e-16       2.906798927675e-17 
 1532       7.931754405719e-11       2.054714460604e-12       7.417757014137e-13       1.011714365379e-14       1.098615035588e-15       2.783465140745e-16       2.943534079002e-17 
 1533       7.890512713920e-11       2.068415620708e-12       7.523046933271e-13       1.010603040493e-14       1.095762780715e-15       2.751514112080e-16       2.979750839849e-17 
 1534       7.849351613927e-11       2.082134371072e-12       7.615468315681e-13       1.009488504188e-14       1.092919566805e-15       2.719678666333e-16       3.015447626371e-17 
 1535       7.808282046557e-11       2.095863392096e-12       7.695007376371e-13       1.008370904578e-14       1.090085352776e-15       2.687982292299e-16       3.050622855315e-17 
 1536       7.767315007150e-11       2.109595326085e-12       7.761650457883e-13       1.007250390542e-14       1.087260097092e-15       2.656448598510e-16       3.085274944024e-17 
 1537       7.726461545648e-11       2.123322777184e-12       7.815384030613e-13       1.006127111731e-14       1.084443757766e-15       2.625101313436e-16       3.119402310444e-17 
 1538       7.685732766690e-11       2.137038311317e-12       7.856194693127e-13       1.005001218571e-14       1.081636292356e-15       2.593964285669e-16       3.153003373133e-17 
 1539       7.645139829695e-11       2.150734456126e-12       7.884069172480e-13       1.003872862257e-14       1.078837657966e-15       2.563061484123e-16       3.186076551262e-17 
 1540       7.604693948948e-11       2.164403700909e-12       7.898994324529e-13       1.002742194761e-14       1.076047811244e-15       2.532416998224e-16       3.218620264625e-17 
 1541       7.564405503348e-11       2.178038938545e-12       7.900982744781e-13       1.001609365209e-14       1.073266711919e-15       2.502050938378e-16       3.250633210096e-17 
 1542       7.524281356230e-11       2.191634795986e-12       7.890149866196e-13       1.000474508984e-14       1.070494333449e-15       2.471967094430e-16       3.282115193857e-17 
 1543       7.484327510272e-11       2.205186316272e-12       7.866637593856e-13       9.993377585209e-15       1.067730652473e-15       2.442165160437e-16       3.313066307083e-17 
 1544       7.444549995573e-11       2.218688517649e-12       7.830588762451e-13       9.981992469234e-15       1.064975645280e-15       2.412644823754e-16       3.343486650225e-17 
 1545       7.404954869693e-11       2.232136393531e-12       7.782147137896e-13       9.970591079611e-15       1.062229287812e-15       2.383405765016e-16       3.373376333031e-17 
 1546       7.365548217696e-11       2.245524912459e-12       7.721457418937e-13       9.959174760724e-15       1.059491555657e-15       2.354447658124e-16       3.402735474562e-17 
 1547       7.326336152193e-11       2.258849018061e-12       7.648665238761e-13       9.947744863654e-15       1.056762424056e-15       2.325770170233e-16       3.431564203219e-17 
 1548       7.287324813382e-11       2.272103629014e-12       7.563917166607e-13       9.936302746184e-15       1.054041867896e-15       2.297372961739e-16       3.459862656757e-17 
 1549       7.248520369091e-11       2.285283639003e-12       7.467360709376e-13       9.924849772814e-15       1.051329861713e-15       2.269255686261e-16       3.487630982307e-17 
 1550       7.209929014818e-11       2.298383916682e-12       7.359144313240e-13       9.913387314772e-15       1.048626379688e-15       2.241417990631e-16       3.514869336397e-17 
 1551       7.171556973780e-11       2.311399305635e-12       7.239417365250e-13       9.901916750020e-15       1.045931395650e-15       2.213859514879e-16       3.541577884969e-17 
 1552       7.133410496945e-11       2.324324624336e-12       7.108330194949e-13       9.890439463271e-15       1.043244883073e-15       2.186579892218e-16       3.567756803404e-17 
 1553       7.095495863082e-11       2.337154666107e-12       6.966034075981e-13       9.878956845993e-15       1.040566815075e-15       2.159578749032e-16       3.593406276535e-17 
 1554       7.057819378798e-11       2.349884199085e-12       6.812681227700e-13       9.867470296423e-15       1.037897164421e-15       2.132855704862e-16       3.618526498675e-17 
 1555       7.020387378586e-11       2.362507966173e-12       6.648424816778e-13       9.855981219578e-15       1.035235903515e-15       2.106410372388e-16       3.643117673631e-17 
 1556       6.983206224859e-11       2.375020685010e-12       6.473418958819e-13       9.844491027264e-15       1.032583004406e-15       2.080242357424e-16       3.667180014724e-17 
 1557       6.946282307998e-11       2.387417047924e-12       6.287818719967e-13       9.833001138087e-15       1.029938438786e-15       2.054351258893e-16       3.690713744814e-17 
 1558       6.909622046394e-11       2.399691721897e-12       6.091780118512e-13       9.821512977462e-15       1.027302177987e-15       2.028736668823e-16       3.713719096314e-17 
 1559       6.873231886485e-11       2.411839348522e-12       5.885460126506e-13       9.810027977627e-15       1.024674192980e-15       2.003398172327e-16       3.736196311215e-17 
 1560       6.837118302804e-11       2.423854543968e-12       5.669016671369e-13       9.798547577651e-15       1.022054454377e-15       1.978335347591e-16       3.758145641103e-17 
 1561       6.801287798018e-11       2.435731898936e-12       5.442608637500e-13       9.787073223445e-15       1.019442932431e-15       1.953547765862e-16       3.779567347178e-17 
 1562       6.765746902971e-11       2.447465978619e-12       5.206395867887e-13       9.775606367771e-15       1.016839597030e-15       1.929034991431e-16       3.800461700278e-17 
 1563       6.730502176723e-11       2.459051322669e-12       4.960539165714e-13       9.764148470256e-15       1.014244417703e-15       1.904796581620e-16       3.820828980895e-17 
 1564       6.695560206597e-11       2.470482445149e-12       4.705200295974e-13       9.752700997400e-15       1.011657363612e-15       1.880832086770e-16       3.840669479197e-17 
 1565       6.660927608220e-11       2.481753834500e-12       4.440541987081e-13       9.741265422586e-15       1.009078403558e-15       1.857141050225e-16       3.859983495048e-17 
 1566       6.626611025559e-11       2.492859953496e-12       4.166727932471e-13       9.729843226092e-15       1.006507505978e-15       1.833723008320e-16       3.878771338027e-17 
 1567       6.592617130972e-11       2.503795239210e-12       3.883922792221e-13       9.718435895102e-15       1.003944638940e-15       1.810577490364e-16       3.897033327448e-17 
 1568       6.558952625245e-11       2.514554102970e-12       3.592292194655e-13       9.707044923715e-15       1.001389770151e-15       1.787704018631e-16       3.914769792382e-17 
 1569       6.525624237632e-11       2.525130930320e-12       3.292002737953e-13       9.695671812955e-15       9.988428669473e-16       1.765102108342e-16       3.931981071673e-17 
 1570       6.492638725904e-11       2.535520080985e-12       2.983221991761e-13       9.684318070783e-15       9.963038962999e-16       1.742771267651e-16       3.948667513963e-17 
 1571       6.460002876385e-11       2.545715888823e-12       2.666118498804e-13       9.672985212110e-15       9.937728248109e-16       1.720710997636e-16       3.964829477708e-17 
 1572       6.427723503995e-11       2.555712661795e-12       2.340861776490e-13       9.661674758799e-15       9.912496187140e-16       1.698920792280e-16       3.980467331198e-17 
 1573       6.395807452294e-11       2.565504681917e-12       2.007622318527e-13       9.650388239686e-15       9.887342438729e-16       1.677400138458e-16       3.995581452581e-17 
 1574       6.364261593523e-11       2.575086205226e-12       1.666571596524e-13       9.639127190584e-15       9.862266657814e-16       1.656148515926e-16       4.010172229879e-17 
 1575       6.333092828646e-11       2.584451461739e-12       1.317882061611e-13       9.627893154293e-15       9.837268495621e-16       1.635165397305e-16       4.024240061008e-17 
 1576       6.302308087393e-11       2.593594655410e-12       9.617271460384e-14       9.616687680615e-15       9.812347599659e-16       1.614450248065e-16       4.037785353801e-17 
 1577       6.271914328300e-11       2.602509964098e-12       5.982812647950e-14       9.605512326363e-15       9.787503613714e-16       1.594002526517e-16       4.050808526025e-17 
 1578       6.241918538753e-11       2.611191539518e-12       2.277198172136e-14       9.594368655367e-15       9.762736177840e-16       1.573821683793e-16       4.063310005403e-17 
 1579       6.212327735028e-11       2.619633507209e-12      -1.497808114183e-14       9.583258238492e-15       9.738044928351e-16       1.553907163837e-16       4.075290229632e-17 
 1580       6.183147819833e-11       2.627830754830e-12      -5.340400050475e-14       9.572182501077e-15       9.713429526844e-16       1.534257494656e-16       4.086750153606e-17 
 1581       6.154380143263e-11       2.635781305116e-12      -9.248631527995e-14       9.561142263710e-15       9.688889747555e-16       1.514867552917e-16       4.097692776172e-17 
 1582       6.126024910090e-11       2.643483964814e-12      -1.322051319428e-13       9.550138197226e-15       9.664425390794e-16       1.495731273996e-16       4.108121627551e-17 
 1583       6.098082319356e-11       2.650937538334e-12      -1.725404478545e-13       9.539170974887e-15       9.640036253991e-16       1.476842558356e-16       4.118040263459e-17 
 1584       6.070552564364e-11       2.658140827755e-12      -2.134721510861e-13       9.528241272385e-15       9.615722131682e-16       1.458195271490e-16       4.127452265156e-17 
 1585       6.043435832668e-11       2.665092632812e-12      -2.549800202412e-13       9.517349767849e-15       9.591482815512e-16       1.439783243860e-16       4.136361239486e-17 
 1586       6.016732306055e-11       2.671791750905e-12      -2.970437242801e-13       9.506497141844e-15       9.567318094222e-16       1.421600270845e-16       4.144770818927e-17 
 1587       5.990442160533e-11       2.678236977089e-12      -3.396428223425e-13       9.495684077375e-15       9.543227753648e-16       1.403640112676e-16       4.152684661630e-17 
 1588       5.964565566322e-11       2.684427104079e-12      -3.827567635717e-13       9.484911259893e-15       9.519211576714e-16       1.385896494387e-16       4.160106451464e-17 
 1589       5.939102687836e-11       2.690360922244e-12      -4.263648869375e-13       9.474179377293e-15       9.495269343425e-16       1.368363105750e-16       4.167039898065e-17 
 1590       5.914053683676e-11       2.696037219605e-12      -4.704464210599e-13       9.463489119925e-15       9.471400830863e-16       1.351033601222e-16       4.173488736875e-17 
 1591       5.889418706611e-11       2.701454781836e-12      -5.149804840326e-13       9.452841180587e-15       9.447605813178e-16       1.333901599886e-16       4.179456729188e-17 
 1592       5.865197903570e-11       2.706612392262e-12      -5.599460832459e-13       9.442236254538e-15       9.423884061586e-16       1.316960685395e-16       4.184947662195e-17 
 1593       5.841391415626e-11       2.711508831854e-12      -6.053221152111e-13       9.431675039493e-15       9.400235344363e-16       1.300204405910e-16       4.189965349030e-17 
 1594       5.817999377985e-11       2.716142879233e-12      -6.510873653829e-13       9.421158235634e-15       9.376659426837e-16       1.283626274049e-16       4.194513628810e-17 
 1595       5.795021919972e-11       2.720513310661e-12      -6.972205079837e-13       9.410686545607e-15       9.353156071381e-16       1.267219766824e-16       4.198596366681e-17 
 1596       5.772459165019e-11       2.724618900046e-12      -7.437001058265e-13       9.400260674526e-15       9.329725037412e-16       1.250978325586e-16       4.202217453867e-17 
 1597       5.750311230653e-11       2.728458418937e-12      -7.905046101385e-13       9.389881329980e-15       9.306366081383e-16       1.234895355968e-16       4.205380807705e-17 
 1598       5.728578228481e-11       2.732030636522e-12      -8.376123603848e-13       9.379549222032e-15       9.283078956774e-16       1.218964227826e-16       4.208090371700e-17 
 1599       5.707260264178e-11       2.735334319627e-12      -8.850015840912e-13       9.369265063225e-15       9.259863414092e-16       1.203178275181e-16       4.210350115560e-17 
 1600       5.686357437474e-11       2.738368232716e-12      -9.326503966684e-13       9.359029568584e-15       9.236719200860e-16       1.187530796165e-16       4.212164035247e-17 
 1601       5.665869842142e-11       2.741131137886e-12      -9.805368012351e-13       9.348843455618e-15       9.213646061615e-16       1.172015052960e-16       4.213536153016e-17 
 1602       5.645797565987e-11       2.743621794867e-12      -1.028638688441e-12       9.338707444326e-15       9.190643737901e-16       1.156624271740e-16       4.214470517465e-17 
 1603       5.626140690826e-11       2.745838961022e-12      -1.076933836291e-12       9.328622257196e-15       9.167711968261e-16       1.141351642616e-16       4.214971203574e-17 
 1604       5.606899292484e-11       2.747781391342e-12      -1.125399909969e-12       9.318588619215e-15       9.144850488235e-16       1.126190319580e-16       4.215042312753e-17 
 1605       5.588073440776e-11       2.749447838446e-12      -1.174014461659e-12       9.308607257863e-15       9.122059030352e-16       1.111133420441e-16       4.214687972885e-17 
 1606       5.569663199495e-11       2.750837052580e-12      -1.222754930371e-12       9.298678903126e-15       9.099337324124e-16       1.096174026773e-16       4.213912338369e-17 
 1607       5.551668626400e-11       2.751947781612e-12      -1.271598641765e-12       9.288804287490e-15       9.076685096042e-16       1.081305183858e-16       4.212719590168e-17 
 1608       5.534089773201e-11       2.752778771037e-12      -1.320522807971e-12       9.278984145951e-15       9.054102069567e-16       1.066519900624e-16       4.211113935849e-17 
 1609       5.516926685551e-11       2.753328763966e-12      -1.369504527415e-12       9.269219216015e-15       9.031587965129e-16       1.051811149591e-16       4.209099609629e-17 
 1610       5.500179403026e-11       2.753596501134e-12      -1.418520784644e-12       9.259510237702e-15       9.009142500116e-16       1.037171866812e-16       4.206680872423e-17 
 1611       5.483847959119e-11       2.753580720890e-12      -1.467548450144e-12       9.249857953549e-15       8.986765388873e-16       1.022594951816e-16       4.203862011881e-17 
 1612       5.467932381225e-11       2.753280159201e-12      -1.516564280169e-12       9.240263108612e-15       8.964456342692e-16       1.008073267551e-16       4.200647342438e-17 
 1613       5.452432690623e-11       2.752693549647e-12      -1.565544916562e-12       9.230726450472e-15       8.942215069810e-16       9.935996403258e-17       4.197041205358e-17 
 1614       5.437348902473e-11       2.751819623422e-12      -1.614466886579e-12       9.221248729237e-15       8.920041275400e-16       9.791668597518e-17       4.193047968775e-17 
 1615       5.422681025794e-11       2.750657109328e-12      -1.663306602712e-12       9.211830697541e-15       8.897934661567e-16       9.647676786871e-17       4.188672027741e-17 
 1616       5.408429063457e-11       2.749204733779e-12      -1.712040362511e-12       9.202473110556e-15       8.875894927342e-16       9.503948131779e-17       4.183917804267e-17 
 1617       5.394593012168e-11       2.747461220795e-12      -1.760644348412e-12       9.193176725987e-15       8.853921768676e-16       9.360409424013e-17       4.178789747370e-17 
 1618       5.381172862460e-11       2.745425292001e-12      -1.809094627556e-12       9.183942304078e-15       8.832014878434e-16       9.216987086079e-17       4.173292333117e-17 
 1619       5.368167853498e-11       2.743096315961e-12      -1.857368860070e-12       9.174770443269e-15       8.810173970334e-16       9.073621539794e-17       4.167429226594e-17 
 1620       5.355574230174e-11       2.740476262586e-12      -1.905451441149e-12       9.165661085524e-15       8.788398851002e-16       8.930310455180e-17       4.161200759457e-17 
 1621       5.343387465723e-11       2.737567766384e-12      -1.953328405087e-12       9.156614006540e-15       8.766689348560e-16       8.787065891233e-17       4.154606429674e-17 
 1622       5.331603005010e-11       2.734373478753e-12      -2.000985720942e-12       9.147628979681e-15       8.745045288727e-16       8.643899962318e-17       4.147645737543e-17 
 1623       5.320216264487e-11       2.730896068011e-12      -2.048409292432e-12       9.138705775977e-15       8.723466494825e-16       8.500824838251e-17       4.140318185692e-17 
 1624       5.309222632143e-11       2.727138219425e-12      -2.095584957845e-12       9.129844164117e-15       8.701952787765e-16       8.357852744381e-17       4.132623279086e-17 
 1625       5.298617467459e-11       2.723102635236e-12      -2.142498489930e-12       9.121043910446e-15       8.680503986049e-16       8.214995961675e-17       4.124560525035e-17 
 1626       5.288396101361e-11       2.718792034690e-12      -2.189135595810e-12       9.112304778960e-15       8.659119905763e-16       8.072266826798e-17       4.116129433199e-17 
 1627       5.278553836172e-11       2.714209154064e-12      -2.235481916874e-12       9.103626531304e-15       8.637800360571e-16       7.929677732195e-17       4.107329515594e-17 
 1628       5.269085945565e-11       2.709356746696e-12      -2.281523028684e-12       9.095008926765e-15       8.616545161711e-16       7.787241126175e-17       4.098160286596e-17 
 1629       5.259987674517e-11       2.704237583009e-12      -2.327244440876e-12       9.086451722266e-15       8.595354117994e-16       7.644969512992e-17       4.088621262950e-17 
 1630       5.251254239263e-11       2.698854450546e-12      -2.372631597058e-12       9.077954672368e-15       8.574227035792e-16       7.502875452928e-17       4.078711963776e-17 
 1631       5.242880827246e-11       2.693210153990e-12      -2.417669874718e-12       9.069517529259e-15       8.553163719040e-16       7.360971562375e-17       4.068431910573e-17 
 1632       5.234862597073e-11       2.687307515197e-12      -2.462344585120e-12       9.061140042753e-15       8.532163969229e-16       7.219270513917e-17       4.057780627224e-17 
 1633       5.227194678466e-11       2.681149373224e-12      -2.506640973208e-12       9.052821960287e-15       8.511227585400e-16       7.077785036413e-17       4.046757640006e-17 
 1634       5.219872172217e-11       2.674738584354e-12      -2.550544217506e-12       9.044563026912e-15       8.490354364140e-16       6.936527915079e-17       4.035362477594e-17 
 1635       5.212890150138e-11       2.668078022128e-12      -2.594039430023e-12       9.036362985293e-15       8.469544099578e-16       6.795511991572e-17       4.023594671064e-17 
 1636       5.206243655020e-11       2.661170577367e-12      -2.637111656151e-12       9.028221575702e-15       8.448796583383e-16       6.654750164067e-17       4.011453753904e-17 
 1637       5.199927700579e-11       2.654019158208e-12      -2.679745874569e-12       9.020138536017e-15       8.428111604751e-16       6.514255387346e-17       3.998939262018e-17 
 1638       5.193937271412e-11       2.646626690125e-12      -2.721926997143e-12       9.012113601713e-15       8.407488950411e-16       6.374040672875e-17       3.986050733731e-17 
 1639       5.188267322953e-11       2.638996115962e-12      -2.763639868828e-12       9.004146505861e-15       8.386928404611e-16       6.234119088892e-17       3.972787709795e-17 
 1640       5.182912781421e-11       2.631130395955e-12      -2.804869267570e-12       8.996236979122e-15       8.366429749120e-16       6.094503760482e-17       3.959149733396e-17 
 1641       5.177868543776e-11       2.623032507769e-12      -2.845599904209e-12       8.988384749744e-15       8.345992763219e-16       5.955207869666e-17       3.945136350161e-17 
 1642       5.173129477672e-11       2.614705446516e-12      -2.885816422377e-12       8.980589543558e-15       8.325617223699e-16       5.816244655478e-17       3.930747108161e-17 
 1643       5.168690421409e-11       2.606152224791e-12      -2.925503398403e-12       8.972851083971e-15       8.305302904855e-16       5.677627414053e-17       3.915981557919e-17 
 1644       5.164546183888e-11       2.597375872695e-12      -2.964645341212e-12       8.965169091964e-15       8.285049578481e-16       5.539369498704e-17       3.900839252418e-17 
 1645       5.160691544561e-11       2.588379437866e-12      -3.003226692229e-12       8.957543286087e-15       8.264857013866e-16       5.401484320006e-17       3.885319747100e-17 
 1646       5.157121253386e-11       2.579165985504e-12      -3.041231825281e-12       8.949973382454e-15       8.244724977790e-16       5.263985345881e-17       3.869422599881e-17 
