# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3500, i.e. number of multipoles equal to 3499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  734       2.779182494345e-10       4.404799004935e-12      -1.809093822503e-11       0.000000000000e+00       1.850047410515e-14       5.243384049456e-15      -5.439128805097e-16 
  735       2.790562071581e-10       4.372707049332e-12      -1.816585145850e-11       0.000000000000e+00       1.840809054481e-14       5.246081468091e-15      -5.405509484212e-16 
  736       2.802004911694e-10       4.340143937432e-12      -1.823609393878e-11       0.000000000000e+00       1.831628822091e-14       5.248442190066e-15      -5.371551854997e-16 
  737       2.813505541722e-10       4.307125021011e-12      -1.830164351947e-11       0.000000000000e+00       1.822506367515e-14       5.250465781804e-15      -5.337250491934e-16 
  738       2.825058426697e-10       4.273665840222e-12      -1.836247813441e-11       0.000000000000e+00       1.813441334333e-14       5.252151825868e-15      -5.302599922739e-16 
  739       2.836657969431e-10       4.239782124251e-12      -1.841857579827e-11       0.000000000000e+00       1.804433355484e-14       5.253499921036e-15      -5.267594628211e-16 
  740       2.848298510307e-10       4.205489791975e-12      -1.846991460719e-11       0.000000000000e+00       1.795482053220e-14       5.254509682376e-15      -5.232229042080e-16 
  741       2.859974327063e-10       4.170804952615e-12      -1.851647273948e-11       0.000000000000e+00       1.786587039063e-14       5.255180741329e-15      -5.196497550855e-16 
  742       2.871679634580e-10       4.135743906399e-12      -1.855822845616e-11       0.000000000000e+00       1.777747913757e-14       5.255512745778e-15      -5.160394493677e-16 
  743       2.883408584673e-10       4.100323145212e-12      -1.859516010169e-11       0.000000000000e+00       1.768964267225e-14       5.255505360129e-15      -5.123914162163e-16 
  744       2.895155265875e-10       4.064559353258e-12      -1.862724610455e-11       0.000000000000e+00       1.760235678521e-14       5.255158265387e-15      -5.087050800256e-16 
  745       2.906913703224e-10       4.028469407714e-12      -1.865446497788e-11       0.000000000000e+00       1.751561715787e-14       5.254471159230e-15      -5.049798604074e-16 
  746       2.918677858053e-10       3.992070379384e-12      -1.867679532014e-11       0.000000000000e+00       1.742941936204e-14       5.253443756092e-15      -5.012151721758e-16 
  747       2.930441627779e-10       3.955379533364e-12      -1.869421581575e-11       0.000000000000e+00       1.734375885950e-14       5.252075787231e-15      -4.974104253324e-16 
  748       2.942198845686e-10       3.918414329689e-12      -1.870670523570e-11       0.000000000000e+00       1.725863100153e-14       5.250367000814e-15      -4.935650250507e-16 
  749       2.953943280714e-10       3.881192423997e-12      -1.871424243820e-11       0.000000000000e+00       1.717403102843e-14       5.248317161986e-15      -4.896783716611e-16 
  750       2.965668637248e-10       3.843731668181e-12      -1.871680636934e-11       0.000000000000e+00       1.708995406912e-14       5.245926052954e-15      -4.857498606360e-16 
  751       2.977368554906e-10       3.806050111048e-12      -1.871437606367e-11       0.000000000000e+00       1.700639514063e-14       5.243193473058e-15      -4.817788825745e-16 
  752       2.989036608323e-10       3.768165998975e-12      -1.870693064492e-11       0.000000000000e+00       1.692334914768e-14       5.240119238850e-15      -4.777648231872e-16 
  753       3.000666306944e-10       3.730097776567e-12      -1.869444932654e-11       0.000000000000e+00       1.684081088219e-14       5.236703184170e-15      -4.737070632812e-16 
  754       3.012251094806e-10       3.691864087311e-12      -1.867691141243e-11       0.000000000000e+00       1.675877502287e-14       5.232945160224e-15      -4.696049787449e-16 
  755       3.023784350328e-10       3.653483774236e-12      -1.865429629751e-11       0.000000000000e+00       1.667723613474e-14       5.228845035658e-15      -4.654579405328e-16 
  756       3.035259386099e-10       3.614975880566e-12      -1.862658346839e-11       0.000000000000e+00       1.659618866864e-14       5.224402696638e-15      -4.612653146507e-16 
  757       3.046669448665e-10       3.576359650379e-12      -1.859375250401e-11       0.000000000000e+00       1.651562696085e-14       5.219618046923e-15      -4.570264621400e-16 
  758       3.058007718317e-10       3.537654529264e-12      -1.855578307626e-11       0.000000000000e+00       1.643554523258e-14       5.214491007945e-15      -4.527407390631e-16 
  759       3.069267308878e-10       3.498880164977e-12      -1.851265495060e-11       0.000000000000e+00       1.635593758951e-14       5.209021518883e-15      -4.484074964881e-16 
  760       3.080441267489e-10       3.460056408097e-12      -1.846434798677e-11       0.000000000000e+00       1.627679802138e-14       5.203209536741e-15      -4.440260804735e-16 
  761       3.091523138011e-10       3.421202308882e-12      -1.841085245003e-11       0.000000000000e+00       1.619812118752e-14       5.197055810336e-15      -4.395961834002e-16 
  762       3.102508663493e-10       3.382333085419e-12      -1.835220016073e-11       0.000000000000e+00       1.611990479105e-14       5.190564218382e-15      -4.351189053839e-16 
  763       3.113394115917e-10       3.343463098653e-12      -1.828843394316e-11       0.000000000000e+00       1.604214724931e-14       5.183739476378e-15      -4.305957131798e-16 
  764       3.124175735448e-10       3.304606851375e-12      -1.821959737172e-11       0.000000000000e+00       1.596484691166e-14       5.176586366991e-15      -4.260280907358e-16 
  765       3.134849730337e-10       3.265778988672e-12      -1.814573477371e-11       0.000000000000e+00       1.588800205917e-14       5.169109740296e-15      -4.214175392505e-16 
  766       3.145412276828e-10       3.226994298371e-12      -1.806689123207e-11       0.000000000000e+00       1.581161090436e-14       5.161314514013e-15      -4.167655772305e-16 
  767       3.155859519057e-10       3.188267711490e-12      -1.798311258817e-11       0.000000000000e+00       1.573567159089e-14       5.153205673738e-15      -4.120737405483e-16 
  768       3.166187568963e-10       3.149614302692e-12      -1.789444544457e-11       0.000000000000e+00       1.566018219323e-14       5.144788273189e-15      -4.073435824993e-16 
  769       3.176392506186e-10       3.111049290725e-12      -1.780093716783e-11       0.000000000000e+00       1.558514071645e-14       5.136067434434e-15      -4.025766738601e-16 
  770       3.186470377976e-10       3.072588038879e-12      -1.770263589120e-11       0.000000000000e+00       1.551054509584e-14       5.127048348134e-15      -3.977746029455e-16 
  771       3.196417199092e-10       3.034246055430e-12      -1.759959051748e-11       0.000000000000e+00       1.543639319668e-14       5.117736273776e-15      -3.929389756665e-16 
  772       3.206228951712e-10       2.996038994089e-12      -1.749185072173e-11       0.000000000000e+00       1.536268281392e-14       5.108136539910e-15      -3.880714155876e-16 
  773       3.215901585332e-10       2.957982654456e-12      -1.737946695408e-11       0.000000000000e+00       1.528941167188e-14       5.098254544391e-15      -3.831735639843e-16 
  774       3.225431016675e-10       2.920092982463e-12      -1.726249044245e-11       0.000000000000e+00       1.521657742397e-14       5.088095754608e-15      -3.782470799010e-16 
  775       3.234813129590e-10       2.882386070826e-12      -1.714097319538e-11       0.000000000000e+00       1.514417765242e-14       5.077665707726e-15      -3.732936402084e-16 
  776       3.244043774960e-10       2.844878159494e-12      -1.701496800478e-11       0.000000000000e+00       1.507220986792e-14       5.066970010920e-15      -3.683149396609e-16 
  777       3.253118770605e-10       2.807585636095e-12      -1.688452844867e-11       0.000000000000e+00       1.500067150941e-14       5.056014341615e-15      -3.633126909546e-16 
  778       3.262033901186e-10       2.770525036391e-12      -1.674970889399e-11       0.000000000000e+00       1.492955994371e-14       5.044804447720e-15      -3.582886247845e-16 
  779       3.270784918109e-10       2.733713044720e-12      -1.661056449936e-11       0.000000000000e+00       1.485887246530e-14       5.033346147866e-15      -3.532444899021e-16 
  780       3.279367539429e-10       2.697166494449e-12      -1.646715121785e-11       0.000000000000e+00       1.478860629595e-14       5.021645331641e-15      -3.481820531733e-16 
  781       3.287777449756e-10       2.660902368423e-12      -1.631952579974e-11       0.000000000000e+00       1.471875858451e-14       5.009707959830e-15      -3.431030996357e-16 
  782       3.296010300158e-10       2.624937799413e-12      -1.616774579530e-11       0.000000000000e+00       1.464932640654e-14       4.997540064649e-15      -3.380094325561e-16 
  783       3.304061708062e-10       2.589290070564e-12      -1.601186955757e-11       0.000000000000e+00       1.458030676407e-14       4.985147749983e-15      -3.329028734884e-16 
  784       3.311927257164e-10       2.553976615845e-12      -1.585195624511e-11       0.000000000000e+00       1.451169658528e-14       4.972537191623e-15      -3.277852623309e-16 
  785       3.319602497329e-10       2.519015020500e-12      -1.568806582479e-11       0.000000000000e+00       1.444349272423e-14       4.959714637501e-15      -3.226584573838e-16 
  786       3.327082944498e-10       2.484423021492e-12      -1.552025907456e-11       0.000000000000e+00       1.437569196054e-14       4.946686407931e-15      -3.175243354073e-16 
  787       3.334364080588e-10       2.450218507957e-12      -1.534859758619e-11       0.000000000000e+00       1.430829099911e-14       4.933458895840e-15      -3.123847916785e-16 
  788       3.341441353401e-10       2.416419521651e-12      -1.517314376810e-11       0.000000000000e+00       1.424128646983e-14       4.920038567009e-15      -3.072417400494e-16 
  789       3.348310176526e-10       2.383044257396e-12      -1.499396084806e-11       0.000000000000e+00       1.417467492730e-14       4.906431960308e-15      -3.020971130045e-16 
  790       3.354965929241e-10       2.350111063535e-12      -1.481111287603e-11       0.000000000000e+00       1.410845285049e-14       4.892645687935e-15      -2.969528617179e-16 
  791       3.361403956421e-10       2.317638442376e-12      -1.462466472687e-11       0.000000000000e+00       1.404261664251e-14       4.878686435648e-15      -2.918109561116e-16 
  792       3.367619568441e-10       2.285645050643e-12      -1.443468210316e-11       0.000000000000e+00       1.397716263026e-14       4.864560963007e-15      -2.866733849124e-16 
  793       3.373608041078e-10       2.254149699925e-12      -1.424123153794e-11       0.000000000000e+00       1.391208706419e-14       4.850276103609e-15      -2.815421557101e-16 
  794       3.379364615418e-10       2.223171357123e-12      -1.404438039750e-11       0.000000000000e+00       1.384738611795e-14       4.835838765323e-15      -2.764192950143e-16 
  795       3.384884497759e-10       2.192729144903e-12      -1.384419688412e-11       0.000000000000e+00       1.378305588815e-14       4.821255930529e-15      -2.713068483129e-16 
  796       3.390162859513e-10       2.162842342140e-12      -1.364075003889e-11       0.000000000000e+00       1.371909239404e-14       4.806534656354e-15      -2.662068801288e-16 
  797       3.395194837116e-10       2.133530384372e-12      -1.343410974443e-11       0.000000000000e+00       1.365549157721e-14       4.791682074909e-15      -2.611214740782e-16 
  798       3.399975531925e-10       2.104812864244e-12      -1.322434672770e-11       0.000000000000e+00       1.359224930132e-14       4.776705393524e-15      -2.560527329275e-16 
  799       3.404500010128e-10       2.076709531960e-12      -1.301153256275e-11       0.000000000000e+00       1.352936135180e-14       4.761611894989e-15      -2.510027786516e-16 
  800       3.408764034425e-10       2.049238034675e-12      -1.279574087653e-11       0.000000000000e+00       1.346682397216e-14       4.746407450081e-15      -2.459733917539e-16 
  801       3.412766273909e-10       2.022407088552e-12      -1.257705098488e-11       0.000000000000e+00       1.340463548435e-14       4.731092024935e-15      -2.409649218992e-16 
  802       3.416506134306e-10       1.996223183052e-12      -1.235554432833e-11       0.000000000000e+00       1.334279469740e-14       4.715664092200e-15      -2.359773575249e-16 
  803       3.419983029883e-10       1.970692830734e-12      -1.213130327811e-11       0.000000000000e+00       1.328130037325e-14       4.700122111275e-15      -2.310106847685e-16 
  804       3.423196383493e-10       1.945822567282e-12      -1.190441113911e-11       0.000000000000e+00       1.322015122661e-14       4.684464528272e-15      -2.260648874568e-16 
  805       3.426145626618e-10       1.921618951527e-12      -1.167495215289e-11       0.000000000000e+00       1.315934592472e-14       4.668689775971e-15      -2.211399470965e-16 
  806       3.428830199405e-10       1.898088565477e-12      -1.144301150069e-11       0.000000000000e+00       1.309888308716e-14       4.652796273777e-15      -2.162358428640e-16 
  807       3.431249550709e-10       1.875238014339e-12      -1.120867530639e-11       0.000000000000e+00       1.303876128571e-14       4.636782427681e-15      -2.113525515953e-16 
  808       3.433403138139e-10       1.853073926544e-12      -1.097203063953e-11       0.000000000000e+00       1.297897904409e-14       4.620646630218e-15      -2.064900477763e-16 
  809       3.435290428090e-10       1.831602953777e-12      -1.073316551834e-11       0.000000000000e+00       1.291953483781e-14       4.604387260423e-15      -2.016483035325e-16 
  810       3.436910895794e-10       1.810831770999e-12      -1.049216891264e-11       0.000000000000e+00       1.286042709397e-14       4.588002683791e-15      -1.968272886195e-16 
  811       3.438264025354e-10       1.790767076470e-12      -1.024913074695e-11       0.000000000000e+00       1.280165419105e-14       4.571491252235e-15      -1.920269704125e-16 
  812       3.439349309789e-10       1.771415591784e-12      -1.000414190341e-11       0.000000000000e+00       1.274321445873e-14       4.554851304043e-15      -1.872473138964e-16 
  813       3.440166251073e-10       1.752784061882e-12      -9.757294224788e-12       0.000000000000e+00       1.268510617773e-14       4.538081163839e-15      -1.824882816564e-16 
  814       3.440714360178e-10       1.734879255088e-12      -9.508680517510e-12       0.000000000000e+00       1.262732757955e-14       4.521179142536e-15      -1.777498338672e-16 
  815       3.440993157116e-10       1.717707963129e-12      -9.258394554620e-12       0.000000000000e+00       1.256987684632e-14       4.504143537301e-15      -1.730319282835e-16 
  816       3.441002170975e-10       1.701277001162e-12      -9.006531078792e-12       0.000000000000e+00       1.251275211061e-14       4.486972631506e-15      -1.683345202301e-16 
  817       3.440740939967e-10       1.685593207799e-12      -8.753185805323e-12       0.000000000000e+00       1.245595145524e-14       4.469664694693e-15      -1.636575625916e-16 
  818       3.440209011464e-10       1.670663445135e-12      -8.498455425132e-12       0.000000000000e+00       1.239947291304e-14       4.452217982528e-15      -1.590010058027e-16 
  819       3.439405942043e-10       1.656494598768e-12      -8.242437607751e-12       0.000000000000e+00       1.234331446674e-14       4.434630736759e-15      -1.543647978378e-16 
  820       3.438331297526e-10       1.643093577832e-12      -7.985231004327e-12       0.000000000000e+00       1.228747404869e-14       4.416901185176e-15      -1.497488842018e-16 
  821       3.436984653017e-10       1.630467315017e-12      -7.726935250614e-12       0.000000000000e+00       1.223194954074e-14       4.399027541570e-15      -1.451532079192e-16 
  822       3.435365592951e-10       1.618622766594e-12      -7.467650969970e-12       0.000000000000e+00       1.217673877401e-14       4.381008005688e-15      -1.405777095248e-16 
  823       3.433473711129e-10       1.607566912447e-12      -7.207479776356e-12       0.000000000000e+00       1.212183952868e-14       4.362840763194e-15      -1.360223270535e-16 
  824       3.431308610762e-10       1.597306756091e-12      -6.946524277328e-12       0.000000000000e+00       1.206724953385e-14       4.344523985625e-15      -1.314869960302e-16 
  825       3.428869904512e-10       1.587849324701e-12      -6.684888077036e-12       0.000000000000e+00       1.201296646731e-14       4.326055830352e-15      -1.269716494600e-16 
  826       3.426157214530e-10       1.579201669140e-12      -6.422675779220e-12       0.000000000000e+00       1.195898795536e-14       4.307434440534e-15      -1.224762178182e-16 
  827       3.423170172504e-10       1.571370863979e-12      -6.159992990204e-12       0.000000000000e+00       1.190531157262e-14       4.288657945081e-15      -1.180006290402e-16 
  828       3.419908419694e-10       1.564364007526e-12      -5.896946321895e-12       0.000000000000e+00       1.185193484181e-14       4.269724458610e-15      -1.135448085115e-16 
  829       3.416371606974e-10       1.558188221851e-12      -5.633643394778e-12       0.000000000000e+00       1.179885523361e-14       4.250632081401e-15      -1.091086790582e-16 
  830       3.412559394878e-10       1.552850652813e-12      -5.370192840913e-12       0.000000000000e+00       1.174607016641e-14       4.231378899359e-15      -1.046921609361e-16 
  831       3.408471453634e-10       1.548358470082e-12      -5.106704306928e-12       0.000000000000e+00       1.169357700618e-14       4.211962983969e-15      -1.002951718218e-16 
  832       3.404107463212e-10       1.544718867167e-12      -4.843288457020e-12       0.000000000000e+00       1.164137306619e-14       4.192382392258e-15      -9.591762680189e-17 
  833       3.399467113361e-10       1.541939061442e-12      -4.580056975948e-12       0.000000000000e+00       1.158945560693e-14       4.172635166749e-15      -9.155943836329e-17 
  834       3.394550103651e-10       1.540026294170e-12      -4.317122572028e-12       0.000000000000e+00       1.153782183582e-14       4.152719335420e-15      -8.722051638333e-17 
  835       3.389356143514e-10       1.538987830529e-12      -4.054598980135e-12       0.000000000000e+00       1.148646890706e-14       4.132632911667e-15      -8.290076811967e-17 
  836       3.383884952288e-10       1.538830959638e-12      -3.792600964693e-12       0.000000000000e+00       1.143539392144e-14       4.112373894254e-15      -7.860009820035e-17 
  837       3.378136259254e-10       1.539562994583e-12      -3.531244322674e-12       0.000000000000e+00       1.138459392615e-14       4.091940267279e-15      -7.431840861380e-17 
  838       3.372109803680e-10       1.541191272438e-12      -3.270645886594e-12       0.000000000000e+00       1.133406591456e-14       4.071330000126e-15      -7.005559869890e-17 
  839       3.365805814101e-10       1.543721005673e-12      -3.010915340818e-12       0.000000000000e+00       1.128380719935e-14       4.050542186862e-15      -6.581158846129e-17 
  840       3.359226455220e-10       1.547148795307e-12      -2.752130508369e-12       0.000000000000e+00       1.123381653927e-14       4.029580486220e-15      -6.158638898731e-17 
  841       3.352374406257e-10       1.551469004957e-12      -2.494361640146e-12       0.000000000000e+00       1.118409303159e-14       4.008449741372e-15      -5.738003323523e-17 
  842       3.345252384118e-10       1.556675898896e-12      -2.237679564256e-12       0.000000000000e+00       1.113463574046e-14       3.987154846072e-15      -5.319255281391e-17 
  843       3.337863143512e-10       1.562763641714e-12      -1.982155687618e-12       0.000000000000e+00       1.108544369677e-14       3.965700744807e-15      -4.902397797681e-17 
  844       3.330209477080e-10       1.569726297976e-12      -1.727861997563e-12       0.000000000000e+00       1.103651589803e-14       3.944092432952e-15      -4.487433761596e-17 
  845       3.322294215510e-10       1.577557831882e-12      -1.474871063440e-12       0.000000000000e+00       1.098785130822e-14       3.922334956916e-15      -4.074365925599e-17 
  846       3.314120227668e-10       1.586252106930e-12      -1.223256038213e-12       0.000000000000e+00       1.093944885772e-14       3.900433414300e-15      -3.663196904808e-17 
  847       3.305690420716e-10       1.595802885570e-12      -9.730906600669e-13       0.000000000000e+00       1.089130744309e-14       3.878392954048e-15      -3.253929176399e-17 
  848       3.297007740235e-10       1.606203828869e-12      -7.244492540078e-13       0.000000000000e+00       1.084342592702e-14       3.856218776597e-15      -2.846565079004e-17 
  849       3.288075170350e-10       1.617448496168e-12      -4.774067334672e-13       0.000000000000e+00       1.079580313818e-14       3.833916134031e-15      -2.441106812111e-17 
  850       3.278895733850e-10       1.629530344742e-12      -2.320386019028e-13       0.000000000000e+00       1.074843787105e-14       3.811490330233e-15      -2.037556435461e-17 
  851       3.269472492314e-10       1.642442729458e-12       1.157904559889e-14       0.000000000000e+00       1.070132888586e-14       3.788946721038e-15      -1.635915868451e-17 
  852       3.259808546231e-10       1.656178902441e-12       2.533695207203e-13       0.000000000000e+00       1.065447490840e-14       3.766290714382e-15      -1.236186889532e-17 
  853       3.249907035124e-10       1.670732012725e-12       4.932555403104e-13       0.000000000000e+00       1.060787462993e-14       3.743527770459e-15      -8.383711356065e-18 
  854       3.239771137673e-10       1.686095105918e-12       7.311592247827e-13       0.000000000000e+00       1.056152670704e-14       3.720663401869e-15      -4.424701014313e-18 
  855       3.229404071838e-10       1.702261123863e-12       9.670020965130e-13       0.000000000000e+00       1.051542976150e-14       3.697703173771e-15      -4.848513901404e-19 
  856       3.218809094980e-10       1.719222904291e-12       1.200705078237e-12       0.000000000000e+00       1.046958238018e-14       3.674652704039e-15       3.435825429859e-18 
  857       3.207989503985e-10       1.736973180488e-12       1.432188491448e-12       0.000000000000e+00       1.042398311488e-14       3.651517663409e-15       7.337318798583e-18 
  858       3.196948635390e-10       1.755504580952e-12       1.661372054794e-12       0.000000000000e+00       1.037863048219e-14       3.628303775633e-15       1.121961951443e-17 
  859       3.185689865499e-10       1.774809629050e-12       1.888174882479e-12       0.000000000000e+00       1.033352296341e-14       3.605016817633e-15       1.508271982730e-17 
  860       3.174216610512e-10       1.794880742682e-12       2.112515482654e-12       0.000000000000e+00       1.028865900439e-14       3.581662619652e-15       1.892661344460e-17 
  861       3.162532326644e-10       1.815710233939e-12       2.334311755821e-12       0.000000000000e+00       1.024403701541e-14       3.558247065405e-15       2.275129553727e-17 
  862       3.150640510250e-10       1.837290308760e-12       2.553480993230e-12       0.000000000000e+00       1.019965537103e-14       3.534776092233e-15       2.655676274574e-17 
  863       3.138544697946e-10       1.859613066596e-12       2.769939875271e-12       0.000000000000e+00       1.015551240999e-14       3.511255691254e-15       3.034301318600e-17 
  864       3.126248466734e-10       1.882670500068e-12       2.983604469880e-12       0.000000000000e+00       1.011160643508e-14       3.487691907515e-15       3.411004645555e-17 
  865       3.113755434124e-10       1.906454494626e-12       3.194390230930e-12       0.000000000000e+00       1.006793571297e-14       3.464090840148e-15       3.785786363945e-17 
  866       3.101069258253e-10       1.930956828208e-12       3.402211996634e-12       0.000000000000e+00       1.002449847415e-14       3.440458642514e-15       4.158646731629e-17 
  867       3.088193638016e-10       1.956169170904e-12       3.606983987939e-12       0.000000000000e+00       9.981292912746e-15       3.416801522364e-15       4.529586156421e-17 
  868       3.075132313180e-10       1.982083084608e-12       3.808619806924e-12       0.000000000000e+00       9.938317186396e-15       3.393125741987e-15       4.898605196692e-17 
  869       3.061889064514e-10       2.008690022687e-12       4.007032435199e-12       0.000000000000e+00       9.895569416149e-15       3.369437618362e-15       5.265704561968e-17 
  870       3.048467713906e-10       2.035981329633e-12       4.202134232305e-12       0.000000000000e+00       9.853047686317e-15       3.345743523310e-15       5.630885113533e-17 
  871       3.034872124489e-10       2.063948240725e-12       4.393836934107e-12       0.000000000000e+00       9.810750044348e-15       3.322049883649e-15       5.994147865028e-17 
  872       3.021106200765e-10       2.092581881693e-12       4.582051651195e-12       0.000000000000e+00       9.768674500702e-15       3.298363181343e-15       6.355493983052e-17 
  873       3.007173888725e-10       2.121873268370e-12       4.766688867279e-12       0.000000000000e+00       9.726819028715e-15       3.274689953655e-15       6.714924787763e-17 
  874       2.993079175971e-10       2.151813306358e-12       4.947658437591e-12       0.000000000000e+00       9.685181564479e-15       3.251036793300e-15       7.072441753478e-17 
  875       2.978826091844e-10       2.182392790685e-12       5.124869587279e-12       0.000000000000e+00       9.643760006703e-15       3.227410348599e-15       7.428046509274e-17 
  876       2.964418707541e-10       2.213602405464e-12       5.298230909807e-12       0.000000000000e+00       9.602552216595e-15       3.203817323627e-15       7.781740839588e-17 
  877       2.949861136242e-10       2.245432723555e-12       5.467650365349e-12       0.000000000000e+00       9.561556017723e-15       3.180264478366e-15       8.133526684818e-17 
  878       2.935157521788e-10       2.277873463421e-12       5.633047687102e-12       0.000000000000e+00       9.520769458778e-15       3.156757442626e-15       8.483393983006e-17 
  879       2.920312004283e-10       2.310911246846e-12       5.794391829511e-12       0.000000000000e+00       9.480191606875e-15       3.133297135874e-15       8.831283972108e-17 
  880       2.905328754163e-10       2.344531803260e-12       5.951664139514e-12       0.000000000000e+00       9.439821767185e-15       3.109883288177e-15       9.177125278743e-17 
  881       2.890211983709e-10       2.378720708707e-12       6.104846005387e-12       0.000000000000e+00       9.399659221156e-15       3.086515621009e-15       9.520846020519e-17 
  882       2.874965947171e-10       2.413463385389e-12       6.253918857080e-12       0.000000000000e+00       9.359703226427e-15       3.063193847220e-15       9.862373804751e-17 
  883       2.859594940881e-10       2.448745101212e-12       6.398864166533e-12       0.000000000000e+00       9.319953016738e-15       3.039917671004e-15       1.020163572716e-16 
  884       2.844103303382e-10       2.484550969327e-12       6.539663448012e-12       0.000000000000e+00       9.280407801847e-15       3.016686787866e-15       1.053855837060e-16 
  885       2.828495415543e-10       2.520865947676e-12       6.676298258432e-12       0.000000000000e+00       9.241066767435e-15       2.993500884587e-15       1.087306780375e-16 
  886       2.812775700686e-10       2.557674838536e-12       6.808750197684e-12       0.000000000000e+00       9.201929075022e-15       2.970359639199e-15       1.120508957982e-16 
  887       2.796948624700e-10       2.594962288064e-12       6.937000908963e-12       0.000000000000e+00       9.162993861880e-15       2.947262720944e-15       1.153454873530e-16 
  888       2.781018696169e-10       2.632712785840e-12       7.061032079096e-12       0.000000000000e+00       9.124260240943e-15       2.924209790249e-15       1.186136978861e-16 
  889       2.764990466489e-10       2.670910664411e-12       7.180825438866e-12       0.000000000000e+00       9.085727300719e-15       2.901200498690e-15       1.218547673887e-16 
  890       2.748868529988e-10       2.709540098836e-12       7.296362763341e-12       0.000000000000e+00       9.047394105204e-15       2.878234488960e-15       1.250679306457e-16 
  891       2.732657524051e-10       2.748585106231e-12       7.407625872203e-12       0.000000000000e+00       9.009259693790e-15       2.855311394838e-15       1.282524172229e-16 
  892       2.716362129238e-10       2.788029545311e-12       7.514596630070e-12       0.000000000000e+00       8.971323081184e-15       2.832430841155e-15       1.314074514541e-16 
  893       2.699987069407e-10       2.827857115936e-12       7.617256946829e-12       0.000000000000e+00       8.933583257313e-15       2.809592443764e-15       1.345322524284e-16 
  894       2.683537111831e-10       2.868051358653e-12       7.715588777957e-12       0.000000000000e+00       8.896039187238e-15       2.786795809506e-15       1.376260339769e-16 
  895       2.667017067325e-10       2.908595654245e-12       7.809574124853e-12       0.000000000000e+00       8.858689811069e-15       2.764040536178e-15       1.406880046601e-16 
  896       2.650431790364e-10       2.949473223268e-12       7.899195035162e-12       0.000000000000e+00       8.821534043874e-15       2.741326212502e-15       1.437173677551e-16 
  897       2.633786179201e-10       2.990667125602e-12       7.984433603105e-12       0.000000000000e+00       8.784570775592e-15       2.718652418091e-15       1.467133212423e-16 
  898       2.617085175995e-10       3.032160259992e-12       8.065271969803e-12       0.000000000000e+00       8.747798870945e-15       2.696018723417e-15       1.496750577927e-16 
  899       2.600333766925e-10       3.073935363591e-12       8.141692323604e-12       0.000000000000e+00       8.711217169350e-15       2.673424689782e-15       1.526017647553e-16 
  900       2.583536982316e-10       3.115975011506e-12       8.213676900412e-12       0.000000000000e+00       8.674824484831e-15       2.650869869280e-15       1.554926241436e-16 
  901       2.566699896757e-10       3.158261616343e-12       8.281207984016e-12       0.000000000000e+00       8.638619605931e-15       2.628353804770e-15       1.583468126233e-16 
  902       2.549827629224e-10       3.200777427751e-12       8.344267906410e-12       0.000000000000e+00       8.602601295625e-15       2.605876029840e-15       1.611635014989e-16 
  903       2.532925343199e-10       3.243504531961e-12       8.402839048127e-12       0.000000000000e+00       8.566768291229e-15       2.583436068778e-15       1.639418567012e-16 
  904       2.515998246793e-10       3.286424851339e-12       8.456903838563e-12       0.000000000000e+00       8.531119304318e-15       2.561033436536e-15       1.666810387741e-16 
  905       2.499051592867e-10       3.329520143924e-12       8.506444756305e-12       0.000000000000e+00       8.495653020630e-15       2.538667638702e-15       1.693802028619e-16 
  906       2.482090679152e-10       3.372772002974e-12       8.551444329456e-12       0.000000000000e+00       8.460368099985e-15       2.516338171465e-15       1.720384986964e-16 
  907       2.465120848369e-10       3.416161856508e-12       8.591885135965e-12       0.000000000000e+00       8.425263176193e-15       2.494044521582e-15       1.746550705837e-16 
  908       2.448147488352e-10       3.459670966855e-12       8.627749803952e-12       0.000000000000e+00       8.390336856969e-15       2.471786166350e-15       1.772290573917e-16 
  909       2.431176032169e-10       3.503280430195e-12       8.659021012035e-12       0.000000000000e+00       8.355587723841e-15       2.449562573567e-15       1.797595925370e-16 
  910       2.414211958243e-10       3.546971176103e-12       8.685681489659e-12       0.000000000000e+00       8.321014332066e-15       2.427373201508e-15       1.822458039720e-16 
  911       2.397260790470e-10       3.590723967093e-12       8.707714017420e-12       0.000000000000e+00       8.286615210541e-15       2.405217498885e-15       1.846868141720e-16 
  912       2.380328098344e-10       3.634519398164e-12       8.725101427396e-12       0.000000000000e+00       8.252388861714e-15       2.383094904819e-15       1.870817401225e-16 
  913       2.363419497076e-10       3.678337896344e-12       8.737826603471e-12       0.000000000000e+00       8.218333761494e-15       2.361004848809e-15       1.894296933059e-16 
  914       2.346540647717e-10       3.722159720232e-12       8.745872481661e-12       0.000000000000e+00       8.184448359170e-15       2.338946750694e-15       1.917297796890e-16 
